RCAB,Code,Name,Start Date,End Date,Status
ASQA,90929,Lake Macquarie Business Centre Ltd,11-Jul-14,10-Jul-19,Current
ASQA,90930,"Learning Difference Pty Ltd, The",10-Sep-15,9-Sep-22,Current
ASQA,90931,3D Safety Services Pty Ltd,1-Jul-11,28-Feb-23,Current
ASQA,90932,Labour Co-Operative Ltd,9-Feb-04,16-Aug-15,Non-Current
ASQA,90933,Ramsden Telecommunications Training Pty Ltd,15-Dec-14,14-Dec-19,Current
NSW VETAB,90934,Trustee Corporations Association of Australia,10-Feb-04,16-Feb-07,Non-Current
NSW VETAB,90935,Worldskills Australia Inc,9-Feb-04,11-Apr-07,Non-Current
ASQA,90936,Em-Four Pty Ltd,19-Jan-04,19-Feb-14,Cancelled
ASQA,90937,Meadowbank Education Inc,5-Feb-04,30-Jun-14,Cancelled
NSW VETAB,90938,"Australian Childcare Resource Centre Ltd, The",25-Aug-03,22-Mar-10,Non-Current
ASQA,90939,Anglican Youth & Education Diocese of Sydney,25-Jul-14,24-Jul-19,Current
ASQA,90940,J2S Training Solutions Pty Ltd,17-Oct-14,16-Oct-19,Current
ASQA,90941,Cloudten Pty Ltd,27-Jun-14,26-Jun-19,Current
ASQA,90942,Synergy Protection Agency Pty Ltd,1-Jul-11,12-May-16,Current
NSW VETAB,90943,C & K Enterprises Pty Ltd,2-Feb-04,3-Sep-08,Non-Current
NSW VETAB,90944,UVO Training Pty Ltd,25-Feb-04,29-Mar-11,Non-Current
ASQA,90945,Access Community Group Ltd,23-Jun-15,22-Jun-20,Current
NSW VETAB,90946,Australian College of Business Pty Ltd,11-Mar-04,31-Dec-09,Non-Current
NSW VETAB,90947,Hitech Labs Australia Pty Ltd,9-Mar-04,31-Jul-09,Non-Current
ASQA,90948,Seventh-Day Adventist Church (North NSW Conference) Ltd,18-Mar-04,23-Nov-15,Cancelled
ASQA,90949,"Matheson, P S & Painter, M A",25-Feb-15,24-Feb-20,Current
NSW VETAB,90950,Chubb Security Australia Pty Ltd,30-Apr-98,18-May-04,Non-Current
NSW VETAB,90951,Repeti Wellness Pty Ltd,23-Mar-04,22-Mar-09,Non-Current
ASQA,90952,Group Colleges Australia Pty Ltd,28-May-14,27-May-19,Current
NSW VETAB,90953,Synergi First Pty Ltd,29-Mar-04,25-Oct-10,Non-Current
NSW VETAB,90954,Elite Care Pty Ltd,18-Mar-04,18-Mar-08,Non-Current
ASQA,90955,Advanced Academy Pty Ltd,16-Nov-12,15-Nov-17,Current
NSW VETAB,90956,Prdnationwide Pty Ltd,5-Apr-04,22-Jun-07,Non-Current
NSW VETAB,90957,Corcoran Aviation Safety Services,13-Apr-04,12-Apr-09,Non-Current
NSW VETAB,90958,Interact Injury Management Pty Ltd,13-Apr-04,12-Apr-09,Non-Current
NSW VETAB,90959,Timber Products Training Pty Ltd,30-Apr-04,18-Oct-06,Non-Current
NSW VETAB,90960,Core Energetics Australia Pty Ltd,8-Apr-04,26-Feb-10,Non-Current
NSW VETAB,90961,Aesthetic Institute of Australia,30-Apr-04,25-Sep-06,Non-Current
NSW VETAB,90962,Pacific National Pty Ltd,7-May-04,31-Aug-10,Non-Current
NSW VETAB,90963,Allforks Hire Pty Ltd,6-May-04,5-May-09,Non-Current
ASQA,90964,George Rousos & Elia Rousos,18-Nov-14,17-Nov-19,Current
ASQA,90965,Australian College of Ministries,8-Nov-13,7-Nov-18,Current
ASQA,90966,Aurora Training & Professional Services Pty Ltd,1-Jul-11,22-Jun-16,Current
ASQA,90967,McWilliam's Wines Group Ltd,19-Jan-15,18-Jan-20,Current
NSW VETAB,90968,New Directions Institute of Natural Therapies Pty Ltd,21-May-04,20-Feb-08,Non-Current
NSW VETAB,90970,Cornell Institute of Business & Technology Pty Ltd,30-Jun-04,22-Feb-11,Non-Current
ASQA,90971,Multicultural Disability Advocacy Association of NSW Inc,1-Sep-12,31-Aug-17,Current
NSW VETAB,90972,L J Hooker Ltd,1-Jul-04,13-Aug-08,Non-Current
ASQA,90973,Nurses Around the Clock Pty Ltd,15-Jul-04,6-Mar-13,Cancelled
NSW VETAB,90974,Karuna College Pty Ltd,14-Jul-04,13-Jul-09,Non-Current
ASQA,90975,Capable Training Pty Ltd,10-Nov-15,9-Nov-22,Current
ASQA,90976,Avana Learning Pty Ltd (in Liquidation),21-Jul-04,15-Jan-16,Cancelled
ASQA,90977,J Bennati & R Garbutt,6-Dec-04,20-May-13,Cancelled
ASQA,90978,Sapphire International Pty Ltd,7-Jul-04,29-Feb-12,Cancelled
NSW VETAB,90979,Institute of Technology Sydney Pty Ltd,5-Jul-04,22-Mar-06,Non-Current
NSW VETAB,90980,Top Education Group Pty Ltd,9-Jun-04,30-Jan-10,Non-Current
ASQA,90981,CTM Training Solutions Pty Ltd,21-Oct-14,20-Oct-19,Current
ASQA,90982,Australian Academy of Commerce Pty Ltd,14-Apr-15,13-Apr-20,Current
ASQA,90984,NSW Boating College Pty Ltd,1-Jul-11,7-Jun-16,Current
NSW VETAB,90985,Splash Inc,9-Aug-04,12-May-05,Non-Current
NSW VETAB,90986,Kyokushin International College of Karate Pty Ltd,30-Jul-04,29-Jul-09,Non-Current
ASQA,90987,Mark Walter Enterprises Pty Ltd,1-Jul-11,17-Jun-16,Current
ASQA,90988,Merle Shipway and Edmund John Shipway,17-Aug-04,31-May-13,Cancelled
NSW VETAB,90989,Stephanie Marie Roberts & Christopher Mathew Roberts,19-Aug-04,9-Jul-09,Non-Current
NSW VETAB,90990,"English Institute of Australia, The",9-Aug-04,19-Jan-05,Non-Current
ASQA,90991,Adept Training Pty Ltd,4-Aug-15,3-Aug-22,Current
ASQA,90992,Southern Region SLSA Helicopter Rescue Service Pty Ltd,22-Apr-04,20-Oct-15,Non-Current
NSW VETAB,90993,Safety System Management Pty Ltd,7-Sep-04,6-Sep-09,Non-Current
ASQA,90994,Advancing Food Safety Pty Ltd,6-Sep-04,15-Mar-15,Cancelled
NSW VETAB,90995,Dynamic Property Services Pty Ltd,1-Sep-04,30-Sep-04,Non-Current
ASQA,90996,Komatsu Australia Pty Ltd,1-Jul-11,14-Jun-16,Current
NSW VETAB,90997,Berwick International College,10-Sep-04,12-Sep-05,Non-Current
ASQA,90998,Independent Information Technology Training Pty Ltd,29-Oct-15,28-Oct-22,Current
ASQA,90999,"Frame Group Pty Ltd, The",31-Aug-04,14-Oct-15,Non-Current
ASQA,91000,National College Australia Pty Ltd,1-Aug-15,31-Jul-22,Current
NSW VETAB,91001,Dynamic Property School Pty Ltd,1-Sep-04,2-Jul-09,Non-Current
ASQA,91002,Ctrain Pty Ltd,13-Nov-14,12-Nov-19,Current
ASQA,91003,Macdonald Education Pty Ltd,1-Jul-11,30-Jun-23,Current
NSW VETAB,91004,"GMM Projects Pty Ltd, the Trustee for the CATC Trust",23-Sep-04,17-Nov-09,Non-Current
ASQA,91005,Interlink Management Services Pty Ltd,1-Jul-11,22-Jun-16,Current
ASQA,91006,AH & B College Pty Ltd,2-Feb-15,1-Feb-20,Current
ASQA,91007,Train Australia Pty Ltd,1-Jul-11,2-Jun-16,Current
NSW VETAB,91008,Harbour Consulting Australia Pty Ltd,6-Oct-04,5-Oct-09,Non-Current
ASQA,91009,Customer Focus Group Training Co of NSW Pty Ltd,6-Oct-04,16-Feb-15,Cancelled
ASQA,91010,Peninsula College of Beauty Therapy Pty Limited,23-Dec-15,22-Dec-22,Current
NSW VETAB,91011,Platform Industrial Training Pty Ltd,25-Oct-04,9-Feb-09,Non-Current
NSW VETAB,91012,"Psych Co, The",25-Oct-04,13-Jun-07,Non-Current
ASQA,91013,Institute of Property Education Pty Ltd,1-Jul-11,1-Apr-16,Current
ASQA,91014,Kentucky Fried Chicken Pty Ltd,31-Jul-15,30-Jul-22,Current
ASQA,91015,MPL Training Centre Pty Ltd,1-Jul-11,3-Mar-23,Current
ASQA,91018,Macquarie Employment Training Service Inc,1-Jul-11,15-Mar-23,Current
ASQA,91019,Business Institute of Australia Pty Ltd,29-Jan-15,28-Jan-20,Current
ASQA,91020,Aboriginal Health & Medical Research Council of NSW,1-Jul-11,11-May-16,Current
ASQA,91021,Pegasus Training Services Pty Ltd,19-Nov-04,18-Oct-11,Cancelled
ASQA,91022,Total Height Safety Pty Ltd,7-Oct-15,6-Oct-22,Current
NSW VETAB,91023,D W McDonald & T L McDonald,15-Nov-04,10-Jun-11,Cancelled
NSW VETAB,91024,Occupational Safety Pty Ltd,15-Nov-04,14-Dec-09,Non-Current
SA DFEEST,91025,Australian College Pty Ltd,22-Nov-04,1-Aug-10,Non-Current
NSW VETAB,91026,JMB Jobnet Pty Ltd,15-Nov-04,14-Dec-09,Non-Current
ASQA,91027,Charles Sturt Services Ltd,3-Dec-04,31-May-14,Cancelled
ASQA,91028,Pegasus Management Pty Ltd,1-Jul-11,20-Apr-16,Current
NSW VETAB,91029,Gen'sis Management Pty Ltd,24-Nov-04,27-Feb-08,Non-Current
ASQA,91030,Staging Connections Pty Ltd,1-Jul-11,15-Apr-23,Current
ASQA,91031,IAC Safety Services Pty Ltd,1-Jul-14,30-Jun-19,Current
NSW VETAB,91032,Emergency Consulting Services (Australia) Pty Ltd,23-Nov-04,1-Sep-10,Non-Current
ASQA,91033,Thales Australia Ltd,17-Dec-14,16-Dec-19,Current
ASQA,91034,Vantage Automotive Pty Ltd,3-Nov-15,2-Nov-22,Current
NSW VETAB,91035,D & K Safety Consultants Pty Ltd,9-Dec-04,16-Jul-10,Non-Current
NSW VETAB,91036,Ausqual Training Services Pty Ltd,6-Dec-04,27-Aug-08,Non-Current
ASQA,91037,P & J WADE PTY. LIMITED,19-Jan-16,18-Jan-23,Current
NSW VETAB,91038,Jewish Family Centre,15-Dec-04,12-Nov-09,Non-Current
ASQA,91039,Nursing Group Pty Ltd,23-Nov-15,22-Nov-22,Current
NSW VETAB,91040,Manufacturing Learning Australia,9-Dec-04,30-Oct-09,Non-Current
ASQA,91041,Active Career College Pty Ltd,1-Jul-11,21-Jun-16,Current
NSW VETAB,91042,Australian Accredited Technicians Association Pty Ltd,21-Dec-04,14-Apr-10,Non-Current
NSW VETAB,91043,Professional Services Training Pty Ltd,16-Dec-04,11-Nov-05,Non-Current
ASQA,91044,Impact Training & Development Solutions Pty Ltd,1-Jul-11,15-Mar-16,Current
ASQA,91045,All Business Learning End-Solutions Pty Ltd,4-Jan-05,15-Dec-13,Non-Current
NSW VETAB,91046,Dynamic Taxation & Training Services Pty Ltd,5-Jan-05,23-Sep-09,Non-Current
NSW VETAB,91047,A1NB Pty Ltd,4-Jan-05,12-Nov-09,Non-Current
NSW VETAB,91048,"Brief Group Pty Ltd, The",4-Jan-05,3-Jan-10,Non-Current
ASQA,91049,TTAAS Thommo's Training & Assessment Systems Pty Ltd,15-Jan-15,14-Jan-20,Current
NSW VETAB,91050,Societe Air France,20-Dec-04,27-Aug-07,Non-Current
NSW VETAB,91051,Airborne Aviation Pty Ltd,7-Dec-04,6-Dec-09,Non-Current
NSW VETAB,91052,"Trustee for P J Wade Family Trust, The",15-Dec-04,24-Apr-09,Non-Current
ASQA,91053,WPK Training Australia Pty Ltd,30-Oct-15,29-Oct-22,Current
ASQA,91054,Tactical Training Group Pty Ltd,1-Apr-13,31-Mar-18,Current
ASQA,91055,Life Without Barriers,28-May-15,27-May-20,Current
NSW VETAB,91056,B A Initiatives Pty Ltd,14-Jan-05,21-Jun-08,Non-Current
NSW VETAB,91057,BC Presentations Pty Ltd,7-Jan-05,6-Jan-10,Non-Current
ASQA,91058,Sureway Skills Training Pty Ltd,7-Jul-15,6-Jul-22,Current
ASQA,91063,Motivate Training Pty Ltd,1-Jul-11,28-Feb-23,Current
ASQA,91064,Gisborne Services Pty Ltd,30-Jul-13,29-Jul-18,Current
NSW VETAB,91065,South Pacific Training Group,20-Jan-05,29-Jul-09,Non-Current
ASQA,91066,Skillvance Associates Pty Ltd,1-Jul-11,29-Mar-16,Current
ASQA,91067,Dazzle-M Pty Ltd,22-Apr-15,21-Apr-20,Current
NSW VETAB,91068,Mardi Abernethy,1-Feb-05,30-Mar-11,Non-Current
NSW VETAB,91069,AEMS Training & Development,4-Feb-05,31-Jul-07,Non-Current
ASQA,91070,Academic & Vocational Training Pty Ltd,12-Jul-12,11-Jul-17,Current
NSW VETAB,91071,"Real Estate & Ethics Training Co Pty Ltd, The",3-Feb-05,29-May-08,Non-Current
NSW VETAB,91072,Australian Vocational Training Centre Pty Ltd,17-Feb-05,25-Nov-09,Non-Current
ASQA,91073,J Dirou & Associates Pty Ltd,10-Feb-05,11-Aug-13,Cancelled
ASQA,91074,Sydney Film School Pty Ltd,19-Apr-15,18-Apr-22,Current
NSW VETAB,91075,Horwath Motor Industry Services Pty Ltd,28-Feb-05,3-Sep-08,Non-Current
ASQA,91077,Astute Training Pty Ltd,14-Nov-12,13-Nov-17,Current
ASQA,91086,Australian College of Management Pty Ltd,4-Mar-05,29-Mar-12,Non-Current
ASQA,91087,Master Plumbers & Mechanical Contractors Association of NSW,24-Dec-15,23-Dec-22,Current
ASQA,91088,Management Consultancy International Pty Ltd,19-May-15,18-May-20,Current
NSW VETAB,91089,Kerri Allwood,24-Feb-05,14-Mar-11,Non-Current
ASQA,91090,Safetynet Management Solutions Pty Ltd,20-Jul-15,19-Jul-20,Current
NSW VETAB,91091,Jenny-Lee Pye,23-Feb-05,22-Feb-10,Non-Current
ASQA,91092,Real Coach Pty Ltd,1-Jul-11,21-Mar-23,Current
NSW VETAB,91093,Proflite Australia Pty Ltd,1-Feb-05,26-May-10,Non-Current
NSW VETAB,91107,Talkforce Communications Pty Ltd,9-Mar-05,3-Sep-08,Non-Current
ASQA,91109,IH Sydney Training Services Pty Ltd,14-Jul-15,13-Jul-22,Current
ASQA,91110,Australian College Pty Ltd,1-Jul-11,20-Dec-16,Current
ASQA,91111,Premier College Pty Ltd,14-Mar-05,16-Nov-15,Cancelled
ASQA,91112,Cre8 Australia Pty Ltd,9-Mar-05,1-Feb-12,Non-Current
ASQA,91113,Chi-Chinese Healing College Pty Ltd,1-Jul-11,22-Jun-16,Current
NSW VETAB,91114,Wellington Shire Council,18-Mar-05,16-Jul-07,Non-Current
ASQA,91115,A W Workwise Pty Ltd (in liquidation),31-Mar-05,14-Jul-15,Cancelled
ASQA,91116,Australian Higher Education Services Pty Ltd,24-Sep-12,23-Sep-17,Current
NSW VETAB,91117,Australian Life Support Solutions,29-Mar-05,22-Oct-07,Non-Current
ASQA,91118,Training Course Professionals Pty Ltd,1-Jul-11,16-Jun-16,Current
ASQA,91119,Guru Training Pty Ltd (in liquidation),29-Mar-05,28-Nov-14,Cancelled
NSW VETAB,91121,Australasian Institute of Ayurvedic Studies,12-Apr-05,8-May-08,Non-Current
NSW VETAB,91122,Angela K Magnan & Cody Borrowman,12-Apr-05,10-Jan-06,Non-Current
NSW VETAB,91123,City College Pty Ltd,14-Apr-05,13-Apr-10,Non-Current
ASQA,91124,Russell Sales,9-May-05,30-Jul-15,Cancelled
ASQA,91125,Linked Training Group Pty Ltd,1-Jul-11,15-Jun-16,Current
ASQA,91126,Guardian Training Services Pty Ltd,24-Dec-15,23-Dec-22,Current
NSW VETAB,91127,Community Care Employment & Training Inc,16-May-05,21-Aug-07,Non-Current
NSW VETAB,91128,Mark Benjamin Scandrett & Susan Joanne Scandrett,25-May-05,20-Sep-07,Non-Current
ASQA,91129,JPS & Associates Pty Ltd,1-Jul-11,19-Sep-16,Current
ASQA,91130,JKR Training for Business Pty Ltd,18-Nov-15,17-Nov-22,Current
NSW VETAB,91131,DG & Safety Pty Ltd,27-May-05,17-Feb-09,Non-Current
ASQA,91132,Schoco Pty Ltd,12-May-15,11-May-20,Current
NSW VETAB,91133,Landmark Training Solutions Pty Ltd,9-May-05,8-May-10,Non-Current
ASQA,91134,BAE Systems Australia Ltd,12-Jun-14,11-Jun-19,Current
ASQA,91136,Logic Entity Australia Pty Ltd,9-Jun-15,8-Jun-20,Current
ASQA,91137,JLB Resources Pty Ltd,21-Jun-05,20-Dec-11,Non-Current
ASQA,91138,City-Wide Building & Training Services Pty Ltd,1-Jul-11,15-Mar-17,Current
NSW VETAB,91139,Roger Training Academy Pty Ltd,22-Jun-05,17-Apr-09,Non-Current
ASQA,91140,Aerosafe Risk Management,1-Jul-11,22-Jun-16,Current
ASQA,91141,Health & Safety Advisory Service Pty Ltd,1-Jun-14,20-Dec-18,Current
ASQA,91142,Glen Charles Knight,14-Sep-15,13-Sep-22,Current
ASQA,91143,International Film School Sydney Pty Ltd,7-Sep-15,6-Sep-22,Current
NSW VETAB,91144,Vocational Training & Assessment Inc,8-Jul-05,8-Jul-08,Non-Current
ASQA,91145,Laranda Pty Ltd,12-Jul-05,31-Jan-12,Non-Current
ASQA,91146,The Accounting College Pty Ltd,15-Jul-05,15-Aug-14,Cancelled
NSW VETAB,91147,Wagga Wagga City Council,10-Feb-00,7-Mar-07,Non-Current
NSW VETAB,91148,Hair Mania Australia Pty Ltd,18-Jul-05,23-Apr-08,Non-Current
ASQA,91149,Nature Care College Pty Ltd,31-Dec-15,30-Dec-22,Current
ASQA,91150,Nisha's Hair Institute Pty Ltd,20-Jul-05,30-Jun-15,Cancelled
ASQA,91151,Pacific College Pty Ltd,1-Jan-13,31-Dec-17,Current
NSW VETAB,91152,Wollongong Conservatorium of Music Ltd,15-Jul-05,23-Jul-08,Non-Current
ASQA,91153,Greenwich English College Pty Ltd,24-Dec-15,23-Dec-22,Current
NSW VETAB,91154,WECS Group Pty Ltd,2-Aug-05,12-Nov-09,Non-Current
ASQA,91155,Terry Gee Training & Assessments Pty Ltd,3-Aug-15,2-Aug-22,Current
ASQA,91156,JACTO Australia Pty Ltd,12-Aug-05,31-Jul-15,Cancelled
ASQA,91157,Australian Butlers Pty Ltd,1-Jul-11,1-Jun-16,Current
ASQA,91158,RMD Training Services Pty Ltd,23-Aug-05,3-Aug-15,Cancelled
ASQA,91159,UOWC Ltd,23-May-12,22-May-17,Current
NSW VETAB,91160,Zed & Sher Pty Ltd,16-Aug-05,30-Nov-10,Non-Current
ASQA,91161,Victory Institute of Vocational Education Pty Ltd,1-Jul-11,15-Sep-22,Current
ASQA,91162,Southern Pathology Services Pty Ltd,1-Jul-11,14-Jun-16,Current
NSW VETAB,91163,McLean Village Pty Ltd,26-Aug-05,26-Aug-10,Non-Current
ASQA,91164,Teach Me Law Enforcement Pty Ltd,5-Sep-05,26-May-15,Non-Current
ASQA,91165,Australian Learning Group Pty Ltd,1-Jul-11,14-Mar-23,Current
ASQA,91166,"NSW Department Industry, Skills and Regional Development",3-Dec-12,2-Dec-17,Current
ASQA,91167,Monka Pty Ltd,1-Jul-11,20-Jun-16,Current
ASQA,91168,Regional Aesthetics Pty Ltd,1-Jul-11,15-Jun-16,Current
NSW VETAB,91169,A Burt Investments Pty Ltd,27-Sep-05,17-Jan-07,Non-Current
ASQA,91170,Australian Vocational Education College Pty Ltd (in liquidation),27-Sep-05,18-Dec-14,Cancelled
ASQA,91171,Five Star Training Pty Ltd,1-Jul-11,31-Dec-16,Current
NSW VETAB,91172,Thought Process Pty Ltd,27-Sep-05,27-Sep-10,Non-Current
ASQA,91173,Spanset Australia Ltd,1-Jul-11,15-Jun-16,Current
ASQA,91174,Tafline Gillespie,1-Jul-11,13-May-16,Current
ASQA,91175,George Education Group Pty Ltd,16-Feb-16,15-Feb-23,Current
NSW VETAB,91176,Macarthur Group Apprentices Ltd,10-Oct-05,15-Oct-07,Non-Current
NSW VETAB,91177,STI (Asia Pacific) Pty Ltd,30-Sep-05,30-Sep-10,Non-Current
ASQA,91178,W G Learning Pty Ltd,11-Jan-16,10-Jan-23,Current
NSW VETAB,91179,Unity Risk Training Pty Ltd,10-Oct-05,10-Oct-10,Non-Current
ASQA,91180,Australian Ski Patrol Association Inc,1-Jul-11,28-Apr-16,Current
NSW VETAB,91181,Sea School Australia Pty Ltd,11-Oct-05,11-Oct-10,Non-Current
ASQA,91182,T F McGirr & C T Zankovic,26-Oct-05,19-Jun-15,Cancelled
ASQA,91183,Scott Maxwell Alpen & Nicole Alpen,26-Oct-05,19-Dec-11,Non-Current
ASQA,91185,Meat Industry Services Pty Ltd,1-Jul-11,3-Mar-16,Current
ASQA,91186,Napoleon Perdis Cosmetics Pty Ltd,1-Jul-11,30-Dec-16,Current
NSW VETAB,91187,"Grainery Christian Network Inc, The",24-Nov-05,10-Jul-09,Non-Current
ASQA,91189,Dynomyte Solutions Pty Ltd,1-Jul-11,15-Jun-16,Current
ASQA,91190,Maurice Jones,1-Jul-11,30-Nov-16,Current
ASQA,91191,Avondale College Ltd,12-Nov-15,11-Nov-22,Current
ASQA,91192,Fuss Education Pty Ltd,1-Jul-11,7-Dec-16,Current
NSW VETAB,91193,Scanfin Pty Ltd,21-Dec-05,21-Dec-10,Non-Current
ASQA,91194,Benchmark OHS Consulting Pty Ltd,1-Jul-11,24-Jun-16,Current
ASQA,91195,Natalie Byron,3-Jan-06,21-Dec-11,Non-Current
ASQA,91196,Ian Bruce Cameron & Lorraine Carol Judd,23-Nov-05,27-Apr-12,Cancelled
ASQA,91197,Advanced Massage College of Australia Pty Ltd,3-Jan-06,31-May-12,Non-Current
ASQA,91198,AUSTRALIAN EDUCATION & TRAINING SOLUTIONS PTY LTD,1-Dec-13,30-Nov-18,Current
ASQA,91199,Liftrite Pty Ltd,3-Feb-06,13-Jul-12,Cancelled
ASQA,91200,Ambassador Training Academy Pty Ltd,27-Jan-06,20-May-12,Cancelled
NSW VETAB,91201,Kristen L & Ryan W Richards,3-Feb-06,11-May-07,Non-Current
ASQA,91202,Elisabeth Woodhart,25-Jan-06,1-Jan-15,Cancelled
ASQA,91203,Department of Education and Communities-Professional Learning & Leadership Development,1-Jul-11,30-Dec-16,Current
ASQA,91205,Xcellence Pty Ltd,1-Jul-11,2-Dec-16,Current
ASQA,91206,IDH Bricklaying Pty Ltd,1-Jul-11,30-Nov-16,Current
NSW VETAB,91207,Helen Konz & Janet Symington,24-Feb-06,3-Sep-08,Non-Current
ASQA,91208,IOH Injury & Occupational Health Pty Ltd,8-Mar-06,3-Dec-13,Cancelled
NSW VETAB,91209,Tsm Training Pty Ltd,2-Mar-06,3-Jul-07,Non-Current
NSW VETAB,91210,"Natural Resources, Department of",21-Feb-06,9-Jul-08,Non-Current
NSW VETAB,91211,Total Management Pty Ltd,2-Mar-06,12-Nov-09,Non-Current
NSW VETAB,91212,Mirvac Hotels Pty Ltd,15-Mar-06,23-Jan-09,Non-Current
NSW VETAB,91213,Raw NRG Pty Ltd,30-Mar-06,30-Mar-09,Non-Current
ASQA,91214,True Business Solutions Group Pty Ltd,1-Jul-11,30-Nov-16,Current
ASQA,91215,Academy of Training Pty Ltd,11-Sep-14,10-Sep-19,Current
NSW VETAB,91216,United Rehabilitation Pty Ltd,22-Mar-06,27-Nov-07,Non-Current
ASQA,91217,Pinnacle Financial Services Academy Pty Ltd,1-Jul-11,10-Jun-16,Current
NSW VETAB,91218,Nambucca Valley Community College Inc,21-Mar-06,1-Sep-10,Non-Current
ASQA,91219,KS Training Pty Ltd,1-Jul-11,6-Jun-16,Current
ASQA,91220,Property Training Solutions Pty Ltd,16-Mar-06,20-Aug-15,Cancelled
ASQA,91221,Oz Skills Careers College Pty Ltd,17-Jul-13,16-Jul-18,Current
ASQA,91222,Healthcorp Pty Ltd,1-Jul-11,23-May-16,Current
ASQA,91223,Strathfield College Pty Ltd,1-Jul-11,22-Jun-16,Current
NSW VETAB,91224,"Ageing, Disability & Home Care, Department Of",19-Apr-06,23-Sep-07,Non-Current
ASQA,91225,Australian 4WD Academy Pty Ltd,1-Jul-11,30-Dec-16,Current
NSW VETAB,91226,Bridson Job Coaching & Training Pty Ltd,7-Apr-06,18-Jan-10,Non-Current
ASQA,91227,Elbon Consulting Services Pty Ltd,1-Jul-11,30-Sep-16,Current
NSW VETAB,91228,Diogenes College Australia Pty Ltd,2-May-06,6-Jun-11,Non-Current
ASQA,91229,Sailingworld Pty Ltd,7-Dec-12,6-Dec-17,Current
ASQA,91230,Centre for Training Pty Ltd,1-Jul-11,30-Dec-16,Current
NSW VETAB,91231,Specialist Diagnostic Services Pty Ltd,1-May-06,22-Jun-11,Cancelled
ASQA,91232,E Firstaid Pty Ltd,1-Jul-11,30-Dec-16,Current
ASQA,91233,Essential Energy,1-Jul-11,31-Dec-16,Current
NSW VETAB,91234,LKJ Beauty Lab Australia Pty Ltd,12-May-06,23-Apr-10,Non-Current
ASQA,91235,Fire and Rescue NSW (Comsafe Training Services),1-Jul-11,16-Sep-16,Current
NSW VETAB,91236,BNG Consulting Pty Ltd,31-May-06,24-May-11,Non-Current
NSW VETAB,91237,Moore Communication,30-May-06,22-Apr-08,Non-Current
ASQA,91238,Pirtek Fluid Systems Pty Ltd,1-Jul-11,19-Dec-16,Current
ASQA,91239,Atkinson Training & Development Pty Ltd,1-Jul-11,29-Nov-16,Current
ASQA,91240,Raffles College Pty Ltd,1-Jul-11,31-Dec-16,Current
ASQA,91241,Outdoor Access Pty Ltd,1-Feb-13,5-Dec-17,Current
ASQA,91242,Online Consultancy & Investments Pty Ltd,1-Jul-11,30-Dec-16,Current
ASQA,91243,"Deaf Society of NSW, The",1-Jul-11,10-May-16,Current
ASQA,91244,Westminster College Pty Ltd,25-Sep-13,24-Sep-18,Current
ASQA,91245,Cynergex Group Pty Ltd,1-Jul-11,30-Dec-16,Current
ASQA,91246,Training & Development Australia Pty Ltd (in Liquidation),9-Aug-06,15-Jan-16,Cancelled
ASQA,91247,McElvenny Ware Pty Ltd,1-Jul-11,30-Dec-16,Current
NSW VETAB,91248,Noreens Beauty Centre Pty Ltd,23-Aug-06,1-Apr-08,Non-Current
ASQA,91249,Aerowasp Pty Ltd,1-Jul-11,30-Dec-16,Current
NSW VETAB,91250,Oxford Training Australia Pty Ltd,1-Aug-06,18-Nov-09,Non-Current
ASQA,91251,Grafton Community College Inc (in liquidation),1-Sep-06,2-Sep-14,Cancelled
ASQA,91252,Corum Training Pty Ltd,25-Sep-06,24-Nov-11,Cancelled
ASQA,91254,Comfortdelgro Cabcharge Pty Ltd,3-Oct-06,31-Aug-12,Cancelled
ASQA,91255,Aqua Assets Pty Ltd,1-Jul-11,3-Jan-17,Current
ASQA,91256,Evolution Systems for Training & Development Pty Ltd,1-Jul-11,11-Oct-16,Current
NSW VETAB,91257,Value in People Pty Ltd,6-Oct-06,15-Apr-09,Non-Current
ASQA,91258,Firearm Safety & Training Council Ltd,1-Jul-11,31-Mar-17,Current
NSW VETAB,91259,"Trustees of the Society of St Vincent De Paul (NSW), The",16-Oct-06,27-Apr-11,Non-Current
ASQA,91260,Sydney Hair Design College Pty Ltd,16-Oct-06,30-Dec-11,Non-Current
ASQA,91261,Hubb Financial Institute Pty Ltd,24-Oct-06,7-Mar-12,Cancelled
